SA1_7DIG16,SA1_MAIN16,SA1_pop,SA1_irsdscore
1140216,12101140216,466,1160
1140217,12101140217,264,1155
1140218,12101140218,491,1149
1140219,12101140219,296,1152
1140220,12101140220,329,1142
1140221,12101140221,240,1133
1140222,12101140222,474,1137
1140223,12101140223,540,1078
1140224,12101140224,393,1080
1140225,12101140225,477,1046
1140226,12101140226,335,1138
1140227,12101140227,458,1111
1140228,12101140228,476,1153
1140229,12101140229,502,1145
1140230,12101140230,358,1155
1140231,12101140231,379,1143
1140233,12101140233,609,1114
1140234,12101140234,369,1124
1140235,12101140235,324,1124
1140236,12101140236,373,1102
1140237,12101140237,392,1105
1140238,12101140238,486,1151
1140239,12101140239,458,1147
1140240,12101140240,556,1159
1140242,12101140242,561,1042
1140244,12101140244,432,1066
1140245,12101140245,466,1161
1140246,12101140246,569,1116
1140247,12101140247,456,1044
1140248,12101140248,355,1009
1140249,12101140249,468,1127
1140250,12101140250,536,1092
1140251,12101140251,417,1081
1140252,12101140252,546,1084
1140253,12101140253,328,1149
1140254,12101140254,250,1162
1140255,12101140255,351,1037
1140256,12101140256,505,1102
1140257,12101140257,384,1155
1140258,12101140258,361,1040
1140259,12101140259,342,1120
1140260,12101140260,248,1132
1140261,12101140261,241,1139
1140262,12101140262,247,1095
1140263,12101140263,342,1095
1140264,12101140264,359,1151
1140265,12101140265,468,1128
1140266,12101140266,398,1151
1140267,12101140267,373,1124
1140268,12101140268,298,1116
1140269,12101140269,291,997
1140301,12102140301,430,1115
1140302,12102140302,419,1097
1140303,12102140303,414,1075
1140304,12102140304,656,1109
1140305,12102140305,219,1096
1140306,12102140306,230,1054
1140308,12102140308,318,1111
1140309,12102140309,251,1095
1140310,12102140310,382,1098
1140311,12102140311,676,1042
1140312,12102140312,551,997
1140313,12102140313,325,1091
1140314,12102140314,566,1078
1140315,12102140315,325,1080
1140316,12102140316,381,1102
1140317,12102140317,438,1073
1140318,12102140318,417,1094
1140319,12102140319,487,1081
1140320,12102140320,311,1062
1140321,12102140321,501,1112
1140322,12102140322,555,1103
1140323,12102140323,433,1112
1140324,12102140324,698,1095
1140325,12102140325,483,1102
1140326,12102140326,356,1094
1140327,12102140327,296,1020
1140328,12102140328,460,1110
1140329,12102140329,433,1119
1140330,12102140330,404,1130
1140331,12102140331,368,1111
1140332,12102140332,548,1116
1140333,12102140333,338,1112
1140334,12102140334,285,1112
1140336,12102140336,436,1125
1140337,12102140337,314,1103
1140338,12102140338,521,1090
1140339,12102140339,331,1088
1140340,12102140340,535,1143
1140341,12102140341,439,1101
1140342,12102140342,548,1096
1140343,12102140343,281,1099
1140346,12102140346,438,1097
1140350,12102140350,473,1124
1140401,12102140401,608,1098
1140403,12102140403,253,1106
1140404,12102140404,524,1104
1140405,12102140405,386,1101
1140406,12102140406,149,1103
1140407,12102140407,251,1129
1140408,12102140408,275,1089
1140409,12102140409,593,1113
1140410,12102140410,399,1107
1140411,12102140411,302,1134
1140412,12102140412,513,1134
1140413,12102140413,302,1095
1140414,12102140414,419,1041
1140415,12102140415,413,1145
1140416,12102140416,52,1026
1140417,12102140417,343,1114
1140418,12102140418,436,1101
1140419,12102140419,534,1127
1140420,12102140420,393,1104
1140421,12102140421,493,1102
1140422,12102140422,320,1124
1140423,12102140423,319,1125
1140424,12102140424,338,1109
1140425,12102140425,422,1097
1140426,12102140426,294,1130
1140427,12102140427,629,1103
1140429,12102140429,448,1102
1140430,12102140430,452,1105
1140431,12102140431,521,1098
1140432,12102140432,303,1024
1140601,12102140601,269,1106
1140602,12102140602,397,1054
1140603,12102140603,420,1020
1140604,12102140604,441,1107
1140605,12102140605,328,1097
1140606,12102140606,317,1127
1140607,12102140607,213,1129
1140608,12102140608,544,1136
1140609,12102140609,393,1097
1140610,12102140610,233,1121
1140611,12102140611,507,1077
1140612,12102140612,295,1130
1140613,12102140613,537,1118
1140614,12102140614,288,1123
1140615,12102140615,408,1109
1140616,12102140616,442,1125
1140618,12102140618,388,1124
1140619,12102140619,541,1131
1140620,12102140620,317,1142
1140621,12102140621,359,1085
1140622,12102140622,408,1110
1140623,12102140623,581,1022
1140624,12102140624,510,1078
1140625,12102140625,407,1126
1140626,12102140626,329,1125
1140627,12102140627,320,1147
1140628,12102140628,313,1131
1140629,12102140629,413,1121
1140630,12102140630,312,1134
1140631,12102140631,368,1123
1140633,12102140633,497,1129
1140634,12102140634,490,1146
1140635,12102140635,411,1141
1140636,12102140636,368,1134
1140637,12102140637,265,1125
1140638,12102140638,429,1066
1140639,12102140639,277,1043
1140640,12102140640,545,1094
1140641,12102140641,546,1117
1140642,12102140642,572,1115
1140643,12102140643,355,1127
1140644,12102140644,473,1116
1140645,12102140645,373,1102
1140646,12102140646,479,1105
1140647,12102140647,290,916
1140648,12102140648,529,984
1140701,12103140701,424,1094
1140702,12103140702,416,1105
1140703,12103140703,278,1135
1140704,12103140704,517,1142
1140705,12103140705,535,1086
1140706,12103140706,520,1148
1140707,12103140707,340,1146
1140708,12103140708,560,1139
1140709,12103140709,411,1104
1140710,12103140710,584,1119
1140711,12103140711,393,1147
1140712,12103140712,591,1135
1140713,12103140713,369,1089
1140714,12103140714,182,1087
1140718,12103140718,296,1122
1140719,12103140719,540,1084
1140721,12103140721,286,1116
1140722,12103140722,347,1140
1140723,12103140723,388,1118
1140724,12103140724,308,1105
1140725,12103140725,407,1133
1140726,12103140726,380,1155
1140727,12103140727,576,1129
1140728,12103140728,407,1162
1140729,12103140729,363,1120
1140730,12103140730,274,1094
1140731,12103140731,259,1127
1140732,12103140732,494,1106
1140733,12103140733,276,1083
1140734,12103140734,293,1121
1140735,12103140735,328,1141
1140736,12103140736,401,1094
1140737,12103140737,512,1121
1140738,12103140738,369,1035
1140739,12103140739,391,1138
1140741,12103140741,736,1096
1140742,12103140742,531,1102
1140743,12103140743,594,1086
1140744,12103140744,249,1027
1140745,12103140745,403,1123
1140746,12103140746,394,1131
1140747,12103140747,608,1069
1140748,12103140748,352,1045
1140749,12103140749,1002,1056
1140750,12103140750,210,1128
1140751,12103140751,699,1088
1140752,12103140752,757,1082
1140753,12103140753,791,1048
1140801,12103140801,335,1144
1140802,12103140802,266,1153
1140803,12103140803,404,1101
1140804,12103140804,502,1136
1140805,12103140805,482,1129
1140806,12103140806,398,1124
1140807,12103140807,451,1137
1140808,12103140808,352,1090
1140809,12103140809,278,1119
1140810,12103140810,478,1125
1140811,12103140811,252,1126
1140812,12103140812,494,1132
1140813,12103140813,432,1160
1140814,12103140814,350,1156
1140815,12103140815,425,1116
1140816,12103140816,266,1154
1140817,12103140817,442,1137
1140818,12103140818,274,1126
1140819,12103140819,340,1150
1140820,12103140820,345,1130
1140821,12103140821,529,1146
1140822,12103140822,428,1125
1140823,12103140823,372,1137
1140824,12103140824,282,1105
1140825,12103140825,388,1090
1140826,12103140826,601,1070
1140827,12103140827,263,1159
1140829,12103140829,370,1168
1140830,12103140830,227,1128
1140831,12103140831,900,1078
1140832,12103140832,567,1085
1140833,12103140833,254,1135
1140834,12103140834,510,1104
1140835,12103140835,372,1108
1140836,12103140836,399,1133
1140838,12103140838,662,1117
1140839,12103140839,264,1133
1140840,12103140840,459,1105
1140841,12103140841,410,1124
1140842,12103140842,339,1142
1140843,12103140843,348,1087
1140844,12103140844,490,1140
1140845,12103140845,577,1144
1140846,12103140846,352,1153
1140847,12103140847,357,1107
1140848,12103140848,400,1138
1140849,12103140849,852,1137
1140850,12103140850,398,1160
1140851,12103140851,377,1120
1140852,12103140852,329,1149
1140854,12103140854,189,1141
1140855,12103140855,401,1090
1140856,12103140856,201,1055
1140857,12103140857,410,1079
1140858,12103140858,373,1112
1140859,12103140859,525,1083
1140860,12103140860,414,1084
1140902,12103140902,422,1145
1140903,12103140903,418,1105
1140904,12103140904,398,1141
1140905,12103140905,428,1151
1140906,12103140906,352,1104
1140907,12103140907,501,1112
1140908,12103140908,486,1140
1140909,12103140909,361,1140
1140910,12103140910,313,1123
1140911,12103140911,430,1139
1140912,12103140912,247,1122
1140913,12103140913,386,1158
1140914,12103140914,582,1137
1140915,12103140915,453,1135
1140916,12103140916,294,1137
1140917,12103140917,506,1130
1140918,12103140918,342,1133
1140919,12103140919,427,1125
1140921,12103140921,391,1125
1140922,12103140922,351,1141
1140923,12103140923,373,1150
1140926,12103140926,360,1127
1140927,12103140927,622,1108
1140928,12103140928,419,1107
1140929,12103140929,523,1147
1140930,12103140930,273,1136
1140931,12103140931,498,1095
1140932,12103140932,444,1127
1140933,12103140933,561,1117
1140934,12103140934,347,1150
1140935,12103140935,438,1130
1140936,12103140936,580,1132
1140937,12103140937,471,1122
1140938,12103140938,326,1100
1140939,12103140939,391,1137
1140941,12103140941,73,1119
1140942,12103140942,285,1139
1140943,12103140943,619,1117
1140944,12103140944,638,1112
1141001,12103141001,991,1071
1141002,12103141002,406,1122
1141003,12103141003,638,1099
1141004,12103141004,291,1131
1141005,12103141005,316,1153
1141006,12103141006,395,1133
1141007,12103141007,640,1125
1141008,12103141008,482,1109
1141009,12103141009,434,1133
1141010,12103141010,537,1137
1141012,12103141012,519,1131
1141013,12103141013,559,1143
1141014,12103141014,260,1139
1141015,12103141015,402,1149
1141016,12103141016,480,1122
1141018,12103141018,399,1136
1141020,12103141020,498,1146
1141021,12103141021,387,1151
1141022,12103141022,557,1132
1141023,12103141023,316,1125
1141024,12103141024,411,1143
1141025,12103141025,464,1160
1141027,12103141027,552,1123
1141028,12103141028,438,1153
1141029,12103141029,325,1116
1141030,12103141030,523,1147
1141031,12103141031,431,1122
1141032,12103141032,391,1152
1141033,12103141033,302,1122
1141035,12103141035,457,1123
1141037,12103141037,383,1132
1141038,12103141038,357,1137
1141039,12103141039,409,1145
1141040,12103141040,458,1144
1141041,12103141041,391,1126
1141042,12103141042,379,1078
1141044,12103141044,328,1157
1141045,12103141045,446,1138
1141046,12103141046,221,1125
1141047,12103141047,265,1149
1141048,12103141048,504,1112
1141049,12103141049,429,1154
1141050,12103141050,294,1116
1141051,12103141051,290,1094
1141052,12103141052,1121,1072
1141053,12103141053,377,1148
1141101,12103141101,422,1143
1141102,12103141102,503,1127
1141103,12103141103,477,1115
1141104,12103141104,500,1136
1141105,12103141105,542,1136
1141106,12103141106,325,1097
1141107,12103141107,317,1117
1141108,12103141108,447,1145
1141109,12103141109,249,1109
1141110,12103141110,329,1151
1141111,12103141111,546,1137
1141112,12103141112,265,1114
1141113,12103141113,355,1111
1141114,12103141114,464,1092
1141115,12103141115,572,1113
1141117,12103141117,561,1077
1141118,12103141118,433,1149
1141119,12103141119,609,1135
1141120,12103141120,306,1133
1141121,12103141121,298,1122
1141122,12103141122,476,1024
1141123,12103141123,571,1101
1141124,12103141124,483,1143
1141125,12103141125,356,1120
1141126,12103141126,508,1126
1141127,12103141127,429,1124
1141128,12103141128,347,1131
1141129,12103141129,520,1131
1141130,12103141130,436,1121
1141131,12103141131,647,1139
1141132,12103141132,480,1121
1141133,12103141133,504,1149
1141134,12103141134,795,1108
1141135,12103141135,340,1109
1141136,12103141136,470,1140
1141137,12103141137,315,1013
1141138,12103141138,240,1145
1141139,12103141139,364,1138
1141140,12103141140,572,1116
1141141,12103141141,366,1160
1141142,12103141142,401,1143
1141143,12103141143,438,1136
1141144,12103141144,695,1097
1141201,12103141201,412,1146
1141202,12103141202,586,1120
1141203,12103141203,468,1120
1141204,12103141204,404,1029
1141205,12103141205,576,1151
1141206,12103141206,360,1151
1141207,12103141207,583,1145
1141208,12103141208,277,1131
1141209,12103141209,442,1141
1141210,12103141210,298,1144
1141211,12103141211,355,1116
1141212,12103141212,419,1148
1141214,12103141214,359,1149
1141215,12103141215,311,1142
1141217,12103141217,402,1137
1141218,12103141218,606,1146
1141219,12103141219,442,1152
1141220,12103141220,351,1175
1141221,12103141221,451,1119
1141222,12103141222,671,1103
1141223,12103141223,875,1071
1141224,12103141224,491,1146
1141225,12103141225,362,1134
1141226,12103141226,486,1144
1141227,12103141227,483,1115
1141228,12103141228,329,1134
1141229,12103141229,353,1128
1141230,12103141230,586,1147
1141231,12103141231,366,1136
1141232,12103141232,404,1140
1141233,12103141233,323,1154
1141234,12103141234,578,1117
1141235,12103141235,279,1143
1141236,12103141236,518,1139
1141237,12103141237,511,1146
1141238,12103141238,408,1101
1141240,12103141240,399,1075
1141241,12103141241,322,1114
1141242,12103141242,536,1125
1141243,12103141243,458,1110
1141301,12104141301,387,1123
1141302,12104141302,541,1143
1141303,12104141303,429,1100
1141304,12104141304,541,1124
1141305,12104141305,399,1111
1141306,12104141306,419,1137
1141307,12104141307,405,1106
1141308,12104141308,262,1130
1141309,12104141309,424,1107
1141310,12104141310,645,1115
1141311,12104141311,628,1115
1141312,12104141312,355,1122
1141313,12104141313,554,1113
1141314,12104141314,338,1147
1141315,12104141315,519,1102
1141316,12104141316,426,1127
1141317,12104141317,344,1103
1141318,12104141318,424,1118
1141319,12104141319,459,1105
1141320,12104141320,370,1073
1141321,12104141321,464,1112
1141322,12104141322,391,1121
1141323,12104141323,327,1138
1141324,12104141324,393,1125
1141325,12104141325,531,1125
1141326,12104141326,486,1084
1141327,12104141327,475,1121
1141328,12104141328,382,1108
1141329,12104141329,718,1091
1141330,12104141330,387,1124
1141331,12104141331,317,1061
1141332,12104141332,572,1125
1141333,12104141333,421,1125
1141334,12104141334,400,1107
1141335,12104141335,620,1109
1141336,12104141336,525,1089
1141337,12104141337,553,1101
1141338,12104141338,591,1103
1141339,12104141339,312,1095
1141340,12104141340,416,1134
1141341,12104141341,549,1099
1141342,12104141342,376,1127
1141401,12104141401,376,1096
1141402,12104141402,310,1094
1141403,12104141403,341,1119
1141404,12104141404,330,1094
1141405,12104141405,384,1139
1141406,12104141406,356,1126
1141407,12104141407,449,1070
1141408,12104141408,471,1107
1141409,12104141409,654,1120
1141410,12104141410,498,1133
1141411,12104141411,573,1130
1141412,12104141412,400,1149
1141413,12104141413,233,1143
1141414,12104141414,462,1129
1141415,12104141415,597,1121
1141416,12104141416,581,1117
1141417,12104141417,606,1140
1141418,12104141418,482,1107
1141419,12104141419,369,1136
1141420,12104141420,488,1113
1141421,12104141421,329,1088
1141422,12104141422,345,1112
1141423,12104141423,160,1139
1141424,12104141424,571,1097
1141425,12104141425,638,1115
1141426,12104141426,359,1107
1141427,12104141427,345,1111
1141428,12104141428,407,1129
1141429,12104141429,344,1084
1141430,12104141430,551,1117
1141431,12104141431,438,1104
1141432,12104141432,527,1094
1141433,12104141433,345,1108
1141434,12104141434,440,1034
1141435,12104141435,489,1083
1141436,12104141436,385,1118
1141437,12104141437,257,1153
1141438,12104141438,410,1091
1141439,12104141439,268,1112
1141440,12104141440,293,1095
1141441,12104141441,194,1135
1141442,12104141442,344,1134
1141443,12104141443,350,1133
1141444,12104141444,268,1005
1141501,12104141501,288,1164
1141502,12104141502,293,1123
1141503,12104141503,526,1134
1141504,12104141504,313,1087
1141505,12104141505,389,1126
1141506,12104141506,432,1118
1141507,12104141507,342,1158
1141508,12104141508,561,1107
1141509,12104141509,413,1088
1141511,12104141511,434,1153
1141512,12104141512,458,1125
1141513,12104141513,445,1148
1141514,12104141514,454,1111
1141515,12104141515,368,1073
1141516,12104141516,341,1096
1141517,12104141517,461,1127
1141518,12104141518,582,1130
1141519,12104141519,303,1134
1141520,12104141520,434,1085
1141521,12104141521,604,1100
1141522,12104141522,540,1104
1141523,12104141523,456,1070
1141524,12104141524,281,1113
1141525,12104141525,535,1114
1141526,12104141526,472,1068
1141527,12104141527,514,1069
1141528,12104141528,382,1086
1141529,12104141529,353,1066
1141530,12104141530,542,1082
1141531,12104141531,522,1096
1141532,12104141532,495,1153
1141533,12104141533,504,1099
1141534,12104141534,269,1131
1141535,12104141535,651,1133
1141536,12104141536,552,1125
1141537,12104141537,204,1165
1141538,12104141538,348,1161
1141539,12104141539,430,1152
1141540,12104141540,477,1052
1141541,12104141541,587,1101
1141542,12104141542,518,1124
1141543,12104141543,540,1154
1141544,12104141544,275,1129
1141545,12104141545,474,1103
1141546,12104141546,528,1078
1141547,12104141547,289,1100
1141548,12104141548,333,1154
1141549,12104141549,410,1094
1141550,12104141550,274,1113
1141551,12104141551,331,1112
1141552,12104141552,478,1132
1141553,12104141553,476,1121
1141554,12104141554,327,1147
1141555,12104141555,319,1098
1141556,12104141556,466,1038
1141557,12104141557,271,1099
1141558,12104141558,538,1118
1141559,12104141559,386,1150
1141560,12104141560,605,1108
1141561,12104141561,416,1148
1141562,12104141562,348,1142
1141563,12104141563,307,1156
1141565,12104141565,245,1176
1141566,12104141566,438,1123
1141567,12104141567,241,1123
1141568,12104141568,277,1090
1141569,12104141569,276,1145
1141570,12104141570,242,1149
1141571,12104141571,292,1114
1141601,12104141601,564,1124
1141602,12104141602,482,1133
1141603,12104141603,333,1119
1141604,12104141604,508,1112
1141605,12104141605,528,1110
1141606,12104141606,610,1121
1141607,12104141607,445,1095
1141608,12104141608,305,1108
1141609,12104141609,501,1114
1141610,12104141610,531,1063
1141611,12104141611,235,1120
1141612,12104141612,317,1152
1141613,12104141613,480,1093
1141614,12104141614,654,1125
1141615,12104141615,690,1120
1141616,12104141616,262,1140
1141617,12104141617,558,1103
1141618,12104141618,472,1127
1141619,12104141619,495,1128
1141620,12104141620,364,1017
1141621,12104141621,563,846
1141622,12104141622,600,1099
1141623,12104141623,564,1124
1141624,12104141624,371,1137
1141625,12104141625,571,1085
1141626,12104141626,316,1113
1141627,12104141627,488,1120
1141628,12104141628,426,1106
1141629,12104141629,566,1068
1141630,12104141630,716,1054
1141631,12104141631,579,1110
1141632,12104141632,329,1121
1141633,12104141633,531,1088
1141634,12104141634,235,1079
1141635,12104141635,631,1129
1141636,12104141636,386,1111
1141637,12104141637,645,1106
1141701,12104141701,501,1116
1141702,12104141702,163,1127
1141703,12104141703,881,1107
1141704,12104141704,407,1098
1141706,12104141706,402,1111
1141707,12104141707,281,1122
1141708,12104141708,484,1114
1141709,12104141709,328,1117
1141712,12104141712,477,1120
1141713,12104141713,219,1126
1141714,12104141714,429,1087
1141716,12104141716,395,1119
1141717,12104141717,299,1121
1141718,12104141718,458,1098
1141719,12104141719,290,1112
1141721,12104141721,376,1118
1141723,12104141723,560,1136
1141724,12104141724,788,1070
1141726,12104141726,461,1103
1141728,12104141728,254,1097
1141729,12104141729,477,1132
1141730,12104141730,262,1119
1141731,12104141731,412,1110
1141732,12104141732,388,1120
1141733,12104141733,330,1138
1141734,12104141734,353,1115
1141801,12201141801,400,1092
1141803,12201141803,560,1153
1141804,12201141804,530,1146
1141805,12201141805,450,1101
1141806,12201141806,638,1147
1141808,12201141808,590,1072
1141809,12201141809,393,1146
1141810,12201141810,287,1136
1141811,12201141811,321,1134
1141812,12201141812,575,1127
1141813,12201141813,509,1165
1141814,12201141814,339,1130
1141815,12201141815,603,1133
1141816,12201141816,425,1116
1141817,12201141817,589,1142
1141818,12201141818,460,1136
1141819,12201141819,453,1149
1141820,12201141820,423,1136
1141821,12201141821,418,1122
1141822,12201141822,496,1130
1141823,12201141823,586,1106
1141827,12201141827,489,1110
1141828,12201141828,489,1099
1141829,12201141829,465,1127
1141830,12201141830,510,1109
1141831,12201141831,362,1086
1141832,12201141832,542,1106
1141833,12201141833,252,1124
1141834,12201141834,706,1090
1141835,12201141835,406,1136
1141836,12201141836,431,1153
1141837,12201141837,266,1128
1141838,12201141838,521,1147
1141839,12201141839,536,1143
1141840,12201141840,448,1122
1141841,12201141841,604,1132
1141843,12201141843,289,956
1141844,12201141844,584,1102
1141845,12201141845,265,1072
1141846,12201141846,256,1075
1141847,12201141847,406,1149
1141848,12201141848,460,1116
1141849,12201141849,504,1088
1141850,12201141850,363,1124
1141901,12201141901,415,963
1141902,12201141902,487,1135
1141903,12201141903,540,1085
1141904,12201141904,264,1126
1141905,12201141905,553,1044
1141906,12201141906,539,1137
1141907,12201141907,428,1096
1141908,12201141908,496,1083
1141909,12201141909,401,1123
1141910,12201141910,490,1119
1141911,12201141911,259,1128
1141912,12201141912,529,1092
1141913,12201141913,339,1061
1141914,12201141914,311,1131
1141915,12201141915,316,1127
1141916,12201141916,398,1133
1141917,12201141917,594,1114
1141918,12201141918,630,1096
1141919,12201141919,387,1141
1141920,12201141920,451,1092
1141921,12201141921,565,1086
1141922,12201141922,548,1083
1141923,12201141923,600,1045
1141924,12201141924,627,1096
1141925,12201141925,475,1090
1141926,12201141926,502,1118
1141927,12201141927,376,1122
1141928,12201141928,407,1115
1141929,12201141929,405,1118
1141930,12201141930,203,1107
1141931,12201141931,367,1090
1141932,12201141932,599,1110
1141933,12201141933,656,1109
1141934,12201141934,468,1104
1141935,12201141935,381,1102
1141936,12201141936,557,1096
1141937,12201141937,484,1119
1141938,12201141938,578,1115
1141939,12201141939,175,1150
1141940,12201141940,477,1106
1141941,12201141941,333,1110
1141943,12201141943,542,1114
1141944,12201141944,474,1111
1141945,12201141945,569,1121
1141946,12201141946,344,1135
1141947,12201141947,582,1116
1141948,12201141948,573,1074
1142001,12202142001,470,1100
1142002,12202142002,405,1089
1142003,12202142003,259,1115
1142004,12202142004,378,1103
1142005,12202142005,389,1111
1142006,12202142006,376,1117
1142007,12202142007,492,1115
1142008,12202142008,370,1123
1142009,12202142009,313,1121
1142010,12202142010,301,1115
1142011,12202142011,466,1092
1142012,12202142012,280,1120
1142013,12202142013,502,1125
1142014,12202142014,370,1095
1142015,12202142015,339,1093
1142016,12202142016,541,1122
1142017,12202142017,671,1116
1142020,12202142020,486,1097
1142021,12202142021,351,1109
1142022,12202142022,309,1137
1142023,12202142023,446,1085
1142024,12202142024,674,1114
1142025,12202142025,484,1122
1142026,12202142026,517,1086
1142027,12202142027,358,1129
1142028,12202142028,585,1030
1142029,12202142029,583,1087
1142030,12202142030,640,1131
1142101,12202142101,579,1080
1142102,12202142102,657,1112
1142103,12202142103,399,1106
1142104,12202142104,547,1111
1142105,12202142105,552,1118
1142106,12202142106,749,1094
1142107,12202142107,237,1111
1142108,12202142108,321,1139
1142109,12202142109,644,1137
1142110,12202142110,253,1135
1142111,12202142111,572,1129
1142112,12202142112,306,1142
1142113,12202142113,315,1132
1142114,12202142114,460,1134
1142115,12202142115,308,1139
1142116,12202142116,473,1117
1142117,12202142117,450,1081
1142118,12202142118,394,1092
1142119,12202142119,357,1062
1142120,12202142120,776,1032
1142121,12202142121,443,1132
1142122,12202142122,476,1139
1142123,12202142123,476,1002
1142201,12202142201,517,1087
1142202,12202142202,358,1063
1142203,12202142203,227,1131
1142204,12202142204,471,1124
1142205,12202142205,382,1123
1142206,12202142206,342,1133
1142207,12202142207,349,1110
1142208,12202142208,306,1127
1142209,12202142209,299,1118
1142210,12202142210,335,1144
1142211,12202142211,578,1133
1142212,12202142212,389,1053
1142213,12202142213,253,1108
1142214,12202142214,320,1053
1142215,12202142215,382,1066
1142216,12202142216,408,1094
1142217,12202142217,435,1054
1142218,12202142218,332,1140
1142219,12202142219,358,1113
1142220,12202142220,477,1123
1142221,12202142221,409,1101
1142222,12202142222,473,1114
1142223,12202142223,390,1023
1142224,12202142224,318,1104
1142225,12202142225,443,1126
1142226,12202142226,530,1112
1142227,12202142227,506,1122
1142228,12202142228,386,1106
1142229,12202142229,306,1106
1142230,12202142230,430,1118
1142231,12202142231,413,1124
1142232,12202142232,203,1139
1142233,12202142233,548,1115
1142234,12202142234,307,1117
1142301,12202142301,511,1078
1142302,12202142302,693,1055
1142303,12202142303,600,1091
1142304,12202142304,315,1118
1142305,12202142305,514,1086
1142306,12202142306,404,1081
1142307,12202142307,414,1133
1142308,12202142308,330,1100
1142309,12202142309,558,1098
1142310,12202142310,504,1062
1142311,12202142311,264,1099
1142312,12202142312,407,1129
1142313,12202142313,420,1113
1142314,12202142314,546,1121
1142315,12202142315,392,1131
1142316,12202142316,600,1108
1142317,12202142317,613,1047
1142320,12202142320,362,1095
1142321,12202142321,555,1109
1142322,12202142322,574,1102
1142323,12202142323,387,1117
1142324,12202142324,357,1087
1142325,12202142325,269,1102
1142326,12202142326,492,1101
1142327,12202142327,264,1102
1142329,12202142329,489,1101
1142330,12202142330,460,1088
1142331,12202142331,194,1035
1142332,12202142332,699,1041
1142333,12202142333,241,1101
1142334,12202142334,659,1114
1142335,12202142335,622,1052
1142336,12202142336,285,1094
1142337,12202142337,497,1103
1142338,12202142338,502,1080
1142339,12202142339,556,1104
1142340,12202142340,443,1063
1142341,12202142341,345,1103
1142342,12202142342,376,1097
1142344,12202142344,632,1027
1142345,12202142345,760,1097
1142346,12202142346,590,1115
1142347,12202142347,360,1127
1142348,12202142348,392,1124
1142349,12202142349,451,1100
1142351,12202142351,621,1130
1142353,12202142353,512,1125
1142354,12202142354,1438,1088
1142355,12202142355,491,1052
1142401,12203142401,524,1104
1142402,12203142402,379,1124
1142403,12203142403,436,1084
1142404,12203142404,295,1102
1142405,12203142405,309,846
1142406,12203142406,485,1082
1142407,12203142407,414,1084
1142408,12203142408,447,1089
1142409,12203142409,535,1081
1142410,12203142410,601,1093
1142411,12203142411,410,1105
1142412,12203142412,560,979
1142413,12203142413,394,1097
1142414,12203142414,438,1123
1142415,12203142415,304,1102
1142416,12203142416,280,1063
1142417,12203142417,321,1040
1142418,12203142418,556,1118
1142419,12203142419,632,1125
1142420,12203142420,340,1074
1142421,12203142421,245,1091
1142422,12203142422,518,1099
1142423,12203142423,470,1106
1142424,12203142424,435,1111
1142425,12203142425,328,870
1142426,12203142426,386,969
1142427,12203142427,459,942
1142428,12203142428,518,983
1142429,12203142429,368,1046
1142430,12203142430,282,1072
1142431,12203142431,457,992
1142432,12203142432,299,804
1142433,12203142433,455,1034
1142501,12203142501,266,1113
1142502,12203142502,288,1115
1142503,12203142503,245,1074
1142504,12203142504,213,1079
1142505,12203142505,278,1103
1142506,12203142506,369,1096
1142507,12203142507,442,1119
1142508,12203142508,281,1107
1142509,12203142509,305,1038
1142510,12203142510,321,1105
1142511,12203142511,223,1047
1142512,12203142512,264,1074
1142513,12203142513,390,1076
1142514,12203142514,464,1117
1142515,12203142515,215,996
1142516,12203142516,462,1104
1142517,12203142517,357,1137
1142518,12203142518,584,1110
1142519,12203142519,423,1093
1142521,12203142521,414,1107
1142522,12203142522,47,1049
1142523,12203142523,630,1010
1142601,12203142601,596,1107
1142602,12203142602,612,1084
1142603,12203142603,645,1049
1142604,12203142604,487,1075
1142605,12203142605,612,967
1142606,12203142606,407,1062
1142607,12203142607,354,998
1142608,12203142608,506,1065
1142609,12203142609,221,1073
1142610,12203142610,374,1049
1142611,12203142611,303,979
1142612,12203142612,464,1113
1142613,12203142613,222,1137
1142614,12203142614,243,1018
1142615,12203142615,384,1122
1142616,12203142616,566,1119
1142617,12203142617,245,1119
1142618,12203142618,211,1125
1142619,12203142619,343,1087
1142620,12203142620,365,1079
1142621,12203142621,379,1066
1142622,12203142622,437,1024
1142623,12203142623,474,1039
1142624,12203142624,326,1032
1142625,12203142625,309,1055
1142626,12203142626,295,1013
1142627,12203142627,255,1031
1142628,12203142628,503,1026
1142629,12203142629,377,1007
1142630,12203142630,688,1025
1142631,12203142631,622,999
1142632,12203142632,712,1037
1142633,12203142633,619,1012
1142634,12203142634,297,1085
1142635,12203142635,249,1116
1142636,12203142636,415,1038
1142637,12203142637,774,1025
1142638,12203142638,392,1045
1142639,12203142639,370,1084
1142640,12203142640,256,1051
1142641,12203142641,513,1080
1142642,12203142642,328,966
1142643,12203142643,450,1008
1142644,12203142644,526,1041
1142645,12203142645,925,1051
1142646,12203142646,621,990
1142647,12203142647,312,1126
1142648,12203142648,482,1124
1142649,12203142649,553,1115
1142650,12203142650,433,1114
1142651,12203142651,412,1065
1142652,12203142652,545,1086
1142653,12203142653,496,962
1142654,12203142654,353,1005
1142655,12203142655,585,1026
1142656,12203142656,504,1012
1142701,12203142701,358,1086
