SA1_7DIG16,SA1_MAIN16,SA1_pop,SA1_irsdscore
5101419,50102101419,429,1042
5101420,50102101420,524,1006
5101421,50102101421,696,1012
5101423,50102101423,419,867
5101424,50102101424,353,998
5101425,50102101425,413,1072
5101426,50102101426,309,1057
5101427,50102101427,154,961
5101501,50102101501,279,943
5101502,50102101502,366,1012
5101503,50102101503,535,919
5101504,50102101504,263,962
5101505,50102101505,560,987
5101507,50102101507,612,954
5101508,50102101508,426,979
5101509,50102101509,276,959
5101510,50102101510,598,931
5101513,50102101513,558,894
5101514,50102101514,707,944
5101515,50102101515,359,980
5101517,50102101517,509,979
5101518,50102101518,287,1049
5101520,50102101520,305,966
5101521,50102101521,354,1060
5101601,50102101601,260,1062
5101602,50102101602,509,901
5101603,50102101603,224,930
5101604,50102101604,233,1033
5101605,50102101605,437,745
5101606,50102101606,225,948
5101607,50102101607,511,933
5101608,50102101608,707,1022
5101609,50102101609,265,946
5101611,50102101611,553,981
5101612,50102101612,227,913
5101701,50103101701,386,1024
5101702,50103101702,523,852
5101703,50103101703,590,1043
5101704,50103101704,405,1062
5101705,50103101705,390,1031
5101706,50103101706,362,849
5101707,50103101707,297,991
5101708,50103101708,280,967
5101709,50103101709,339,916
5101710,50103101710,419,982
5101711,50103101711,341,1029
5101712,50103101712,193,960
5101713,50103101713,207,926
5101714,50103101714,317,980
5101715,50103101715,284,929
5101716,50103101716,254,1048
5101717,50103101717,314,1002
5101718,50103101718,214,1019
5101719,50103101719,233,1035
5101801,50103101801,302,1029
5101802,50103101802,373,1020
5101803,50103101803,285,1009
5101804,50103101804,228,856
5101805,50103101805,444,1036
5101806,50103101806,545,1074
5101807,50103101807,279,1047
5101808,50103101808,333,1056
5101809,50103101809,268,1052
5101810,50103101810,268,950
5101811,50103101811,370,1027
5101812,50103101812,501,976
5101813,50103101813,537,943
5101814,50103101814,297,866
5101815,50103101815,428,990
5101816,50103101816,429,952
5101901,50103101901,507,903
5101902,50103101902,246,934
5101903,50103101903,416,912
5101904,50103101904,282,1062
5101905,50103101905,352,1072
5101906,50103101906,138,1032
5101907,50103101907,495,821
5101908,50103101908,393,1000
5101909,50103101909,443,960
5101910,50103101910,356,1065
5101911,50103101911,282,1020
5101912,50103101912,250,893
5101913,50103101913,394,914
5101914,50103101914,484,1031
5101915,50103101915,304,808
5101916,50103101916,195,891
5102001,50103102001,330,986
5102002,50103102002,201,997
5102003,50103102003,258,1080
5102004,50103102004,507,964
5102005,50103102005,520,979
5102006,50103102006,383,988
5102007,50103102007,300,929
5102008,50103102008,209,980
5102009,50103102009,587,915
5102010,50103102010,534,1000
5102011,50103102011,235,873
5102012,50103102012,250,1035
5102013,50103102013,246,1002
5102014,50103102014,485,961
5102101,50201102101,440,1001
5102102,50201102102,450,1004
5102103,50201102103,375,935
5102104,50201102104,738,997
5102105,50201102105,572,1003
5102106,50201102106,286,991
5102107,50201102107,274,1046
5102108,50201102108,339,947
5102109,50201102109,569,1088
5102111,50201102111,215,998
5102112,50201102112,375,1013
5102113,50201102113,706,993
5102114,50201102114,271,1014
5102115,50201102115,556,973
5102116,50201102116,680,1021
5102117,50201102117,251,992
5102201,50201102201,348,945
5102202,50201102202,288,1006
5102203,50201102203,278,1021
5102204,50201102204,967,1018
5102205,50201102205,620,1073
5102206,50201102206,332,1051
5102207,50201102207,397,918
5102208,50201102208,271,1016
5102209,50201102209,366,941
5102210,50201102210,515,920
5102211,50201102211,593,1036
5102212,50201102212,378,986
5102213,50201102213,495,905
5102214,50201102214,612,1046
5102215,50201102215,359,977
5102216,50201102216,324,993
5102217,50201102217,245,915
5102218,50201102218,467,916
5102219,50201102219,570,1075
5102220,50201102220,358,946
5102301,50201102301,549,830
5102302,50201102302,140,1012
5102303,50201102303,286,1065
5102304,50201102304,605,927
5102306,50201102306,532,883
5102307,50201102307,381,944
5102308,50201102308,594,891
5102309,50201102309,484,1053
5102310,50201102310,407,1040
5102311,50201102311,476,895
5102312,50201102312,292,952
5102314,50201102314,381,909
5102315,50201102315,312,819
5102316,50201102316,491,877
5102317,50201102317,434,908
5102318,50201102318,487,891
5102319,50201102319,538,888
5102320,50201102320,506,899
5102322,50201102322,523,916
5102323,50201102323,316,858
5102324,50201102324,272,955
5102325,50201102325,464,960
5102326,50201102326,378,880
5102401,50201102401,469,1095
5102402,50201102402,379,1067
5102403,50201102403,362,1017
5102404,50201102404,322,1033
5102405,50201102405,301,1020
5102406,50201102406,549,1037
5102407,50201102407,466,1017
5102408,50201102408,930,995
5102409,50201102409,472,881
5102410,50201102410,494,1057
5102411,50201102411,405,991
5102412,50201102412,282,1025
5102413,50201102413,370,951
5102414,50201102414,405,971
5102415,50201102415,446,1033
5102416,50201102416,939,1044
5102417,50201102417,605,1022
5102419,50201102419,338,953
5102420,50201102420,397,911
5102421,50201102421,492,1048
5102422,50201102422,423,979
5102423,50201102423,516,999
5102424,50201102424,310,1027
5102425,50201102425,419,969
5102426,50201102426,373,925
5102427,50201102427,1349,1065
5102428,50201102428,435,1000
5102429,50201102429,795,1042
5102430,50201102430,456,1015
5102431,50201102431,257,989
5102432,50201102432,543,976
5102433,50201102433,516,1081
5102434,50201102434,369,922
5102436,50201102436,363,1028
5102437,50201102437,475,1009
5102439,50201102439,447,1028
5102440,50201102440,661,1014
5102501,50201102501,447,886
5102503,50201102503,303,798
5102504,50201102504,569,833
5102505,50201102505,475,1025
5102506,50201102506,323,1021
5102507,50201102507,455,970
5102508,50201102508,347,898
5102509,50201102509,275,787
5102510,50201102510,564,766
5102511,50201102511,469,890
5102512,50201102512,377,778
5102513,50201102513,352,835
5102514,50201102514,451,851
5102515,50201102515,349,770
5102516,50201102516,554,825
5102517,50201102517,354,822
5102518,50201102518,390,835
5102519,50201102519,369,938
5102520,50201102520,585,853
5102522,50201102522,86,1023
5102523,50201102523,540,1080
5102526,50201102526,435,921
5102601,50201102601,254,932
5102602,50201102602,376,1004
5102603,50201102603,499,1017
5102604,50201102604,424,1000
5102605,50201102605,485,975
5102606,50201102606,366,972
5102607,50201102607,315,1039
5102608,50201102608,219,1010
5102609,50201102609,382,1001
5102611,50201102611,235,917
5102612,50201102612,257,862
5102613,50201102613,582,875
5102614,50201102614,358,1065
5102615,50201102615,191,950
5102616,50201102616,207,1035
5102617,50201102617,671,954
5102705,50201102705,406,997
5102706,50201102706,320,1041
5102707,50201102707,432,961
5102708,50201102708,581,1032
5102709,50201102709,468,988
5102710,50201102710,364,1045
5102712,50201102712,253,977
5102713,50201102713,555,926
5102716,50201102716,729,1082
5102717,50201102717,426,1009
5102720,50201102720,226,934
5102721,50201102721,538,1067
5102722,50201102722,438,972
5102723,50201102723,522,991
5102724,50201102724,544,977
5102725,50201102725,485,1068
5102726,50201102726,182,710
5102727,50201102727,437,1033
5102728,50201102728,791,1112
5102729,50201102729,501,990
5102730,50201102730,604,1040
5102731,50201102731,461,1022
5102732,50201102732,470,992
5102733,50201102733,386,1033
5102734,50201102734,254,1048
5102735,50201102735,495,1020
5102736,50201102736,288,914
5102737,50201102737,545,1038
5102738,50201102738,516,1024
5102739,50201102739,367,1018
5102740,50201102740,410,1033
5102742,50201102742,322,1041
5102743,50201102743,343,1062
5102744,50201102744,127,1015
5102745,50201102745,481,1009
5102746,50201102746,653,1029
5102748,50201102748,267,970
5102749,50201102749,483,1022
5102750,50201102750,504,973
5102751,50201102751,592,1009
5102801,50201102801,419,775
5102802,50201102802,319,730
5102804,50201102804,530,857
5102805,50201102805,439,920
5102807,50201102807,214,897
5102808,50201102808,351,963
5102809,50201102809,471,1032
5102811,50201102811,475,1015
5102812,50201102812,708,990
5102813,50201102813,570,913
5102814,50201102814,369,921
5102815,50201102815,372,901
5102816,50201102816,502,937
5102817,50201102817,437,849
5102818,50201102818,356,950
5102819,50201102819,481,965
5102820,50201102820,334,859
5102821,50201102821,443,914
5102822,50201102822,298,930
5102824,50201102824,244,688
5102825,50201102825,384,1013
5102826,50201102826,275,982
5102828,50201102828,363,1025
5102829,50201102829,406,607
5102830,50201102830,425,1094
5102901,50201102901,385,935
5102904,50201102904,210,961
5102905,50201102905,182,1003
5102907,50201102907,324,972
5102909,50201102909,453,866
5102910,50201102910,773,880
5102912,50201102912,389,1058
5102913,50201102913,443,1022
5102914,50201102914,709,839
5102915,50201102915,423,913
5102916,50201102916,474,832
5102917,50201102917,304,907
5102919,50201102919,459,881
5102920,50201102920,104,1013
5102921,50201102921,222,988
5102922,50201102922,336,1003
5102923,50201102923,568,1001
5102924,50201102924,500,875
5102925,50201102925,454,1040
5102928,50201102928,418,1034
5102929,50201102929,416,1057
5102930,50201102930,201,1008
5102931,50201102931,375,994
5102932,50201102932,500,1005
5103001,50301103001,406,1035
5103002,50301103002,353,1144
5103007,50301103007,449,1127
5103008,50301103008,485,1128
5103009,50301103009,483,1143
5103010,50301103010,537,1141
5103011,50301103011,692,1141
5103012,50301103012,398,1102
5103013,50301103013,482,1120
5103014,50301103014,280,1125
5103015,50301103015,631,1146
5103016,50301103016,533,1141
5103017,50301103017,309,1108
5103018,50301103018,524,1138
5103101,50301103101,227,980
5103103,50301103103,476,1102
5103104,50301103104,366,1123
5103105,50301103105,368,1113
5103106,50301103106,543,1113
5103107,50301103107,289,1119
5103108,50301103108,549,1115
5103109,50301103109,260,1114
5103110,50301103110,271,1085
5103111,50301103111,392,1077
5103112,50301103112,289,1074
5103113,50301103113,392,1122
5103114,50301103114,661,1090
5103115,50301103115,463,1122
5103116,50301103116,134,1059
5103117,50301103117,428,1086
5103118,50301103118,496,1080
5103119,50301103119,536,1040
5103120,50301103120,430,1035
5103121,50301103121,563,1045
5103201,50301103201,305,1105
5103202,50301103202,360,1089
5103203,50301103203,385,1131
5103204,50301103204,338,1126
5103205,50301103205,463,1126
5103206,50301103206,346,1130
5103207,50301103207,362,1112
5103208,50301103208,313,1148
5103209,50301103209,629,1136
5103210,50301103210,427,1122
5103211,50301103211,480,1133
5103212,50301103212,314,1121
5103213,50301103213,512,1119
5103214,50301103214,418,1119
5103215,50301103215,461,1103
5103216,50301103216,289,1102
5103217,50301103217,446,1125
5103218,50301103218,523,1137
5103301,50301103301,321,1141
5103302,50301103302,326,1159
5103303,50301103303,554,1140
5103304,50301103304,348,1115
5103305,50301103305,519,1140
5103306,50301103306,409,1144
5103307,50301103307,437,1130
5103309,50301103309,307,1121
5103310,50301103310,324,1130
5103311,50301103311,254,1139
5103312,50301103312,453,1125
5103313,50301103313,244,1130
5103314,50301103314,367,1124
5103315,50301103315,522,1126
5103316,50301103316,350,1144
5103317,50301103317,307,1118
5103318,50301103318,289,1084
5103319,50301103319,313,1121
5103320,50301103320,573,1128
5103321,50301103321,346,1138
5103322,50301103322,337,1143
5103401,50301103401,344,1097
5103402,50301103402,188,1145
5103403,50301103403,655,1121
5103404,50301103404,350,1126
5103405,50301103405,490,1109
5103406,50301103406,528,1010
5103407,50301103407,520,1124
5103408,50301103408,380,1138
5103409,50301103409,473,1098
5103410,50301103410,538,1140
5103411,50301103411,284,1126
5103412,50301103412,336,1134
5103413,50301103413,549,1015
5103414,50301103414,369,1028
5103415,50301103415,513,1006
5103416,50301103416,405,1101
5103417,50301103417,458,1112
5103418,50301103418,284,1159
5103419,50301103419,276,1111
5103420,50301103420,493,1085
5103421,50301103421,723,985
5103422,50301103422,366,1123
5103423,50301103423,337,1135
5103424,50301103424,539,1022
5103501,50301103501,257,1174
5103503,50301103503,426,1124
5103504,50301103504,510,891
5103505,50301103505,506,1015
5103506,50301103506,477,948
5103507,50301103507,349,925
5103509,50301103509,187,1141
5103510,50301103510,547,1135
5103511,50301103511,436,1126
5103512,50301103512,672,1078
5103513,50301103513,645,1124
5103514,50301103514,517,1125
5103515,50301103515,332,1124
5103516,50301103516,385,1125
5103517,50301103517,440,1120
5103518,50301103518,361,1152
5103519,50301103519,294,1157
5103520,50301103520,356,1132
5103521,50301103521,680,1088
5103523,50301103523,578,1112
5103525,50301103525,489,1106
5103526,50301103526,296,1116
5103527,50301103527,426,1091
5103528,50301103528,507,1146
5103529,50301103529,289,1158
5103530,50301103530,353,1145
5103531,50301103531,403,1130
5103532,50301103532,657,1146
5103533,50301103533,758,1131
5103534,50301103534,343,984
5103535,50301103535,541,1121
5103536,50301103536,517,1099
5103537,50301103537,414,1116
5103538,50301103538,456,1142
5103539,50301103539,487,1098
5103540,50301103540,473,1136
5103541,50301103541,478,1153
5103602,50301103602,487,1110
5103603,50301103603,416,1136
5103604,50301103604,281,1148
5103605,50301103605,364,1074
5103606,50301103606,513,1067
5103608,50301103608,374,1128
5103609,50301103609,541,1138
5103610,50301103610,218,1141
5103611,50301103611,653,1133
5103612,50301103612,635,1111
5103613,50301103613,256,1137
5103614,50301103614,430,1147
5103615,50301103615,138,1147
5103616,50301103616,281,1129
5103617,50301103617,612,1141
5103618,50301103618,316,1118
5103619,50301103619,553,1060
5103620,50301103620,354,1099
5103621,50301103621,409,957
5103623,50301103623,472,1135
5103624,50301103624,367,1082
5103801,50302103801,341,1088
5103802,50302103802,407,1076
5103803,50302103803,473,1129
5103804,50302103804,279,1111
5103805,50302103805,360,1086
5103806,50302103806,563,1093
5103807,50302103807,374,1080
5103808,50302103808,254,1108
5103809,50302103809,426,1005
5103810,50302103810,434,1084
5103811,50302103811,452,1041
5103813,50302103813,540,1100
5103814,50302103814,293,1001
5103815,50302103815,355,1094
5103816,50302103816,323,1115
5103817,50302103817,612,1102
5103818,50302103818,327,1087
5103819,50302103819,293,1109
5103820,50302103820,326,1101
5103821,50302103821,282,1107
5103822,50302103822,625,1100
5103823,50302103823,286,1066
5103824,50302103824,400,1084
5103825,50302103825,288,1099
5103826,50302103826,639,1102
5103827,50302103827,309,1090
5103828,50302103828,437,1095
5103901,50302103901,228,1061
5103902,50302103902,427,1130
5103903,50302103903,408,1063
5103905,50302103905,403,1078
5103906,50302103906,358,1076
5103907,50302103907,372,1089
5103908,50302103908,548,1050
5103909,50302103909,313,1056
5103910,50302103910,544,1066
5103911,50302103911,400,1080
5103912,50302103912,463,1066
5103913,50302103913,365,1123
5103914,50302103914,426,1069
5103915,50302103915,298,1030
5103916,50302103916,413,1112
5103917,50302103917,490,1058
5103918,50302103918,501,1126
5103919,50302103919,429,1105
5103920,50302103920,478,1100
5103921,50302103921,469,1103
5103922,50302103922,527,1102
5103923,50302103923,558,1051
5103924,50302103924,536,1031
5103925,50302103925,511,1076
5103926,50302103926,335,1111
5103927,50302103927,379,1089
5103928,50302103928,434,1100
5103929,50302103929,579,1101
5103930,50302103930,649,1057
5103931,50302103931,362,1076
5103932,50302103932,534,1088
5103933,50302103933,515,1014
5103934,50302103934,339,1106
5103935,50302103935,527,994
5103936,50302103936,368,1093
5103937,50302103937,347,1096
5103938,50302103938,326,1095
5103939,50302103939,341,1095
5104001,50302104001,427,1025
5104002,50302104002,507,1077
5104003,50302104003,460,1097
5104004,50302104004,325,1116
5104005,50302104005,494,1071
5104006,50302104006,612,1080
5104007,50302104007,498,1066
5104008,50302104008,330,1105
5104009,50302104009,453,1104
5104010,50302104010,466,1094
5104011,50302104011,468,1062
5104012,50302104012,257,1092
5104013,50302104013,434,1120
5104014,50302104014,379,1050
5104015,50302104015,318,986
5104016,50302104016,337,1051
5104017,50302104017,486,1084
5104018,50302104018,338,1083
5104019,50302104019,399,1054
5104020,50302104020,335,1055
5104021,50302104021,500,988
5104102,50302104102,596,1068
5104103,50302104103,627,1073
5104104,50302104104,450,1008
5104105,50302104105,563,942
5104106,50302104106,484,850
5104107,50302104107,482,979
5104113,50302104113,474,1128
5104114,50302104114,369,1128
5104115,50302104115,306,1102
5104116,50302104116,334,1090
5104118,50302104118,596,1000
5104119,50302104119,319,1114
5104120,50302104120,1097,1028
5104122,50302104122,494,1055
5104123,50302104123,491,1034
5104124,50302104124,420,1034
5104125,50302104125,258,1017
5104127,50302104127,731,1040
5104128,50302104128,528,1014
5104130,50302104130,605,1058
5104132,50302104132,481,1072
5104133,50302104133,548,1042
5104134,50302104134,601,1085
5104135,50302104135,708,988
5104138,50302104138,247,1049
5104139,50302104139,415,1074
5104140,50302104140,358,1079
5104143,50302104143,383,987
5104145,50302104145,637,1040
5104146,50302104146,614,1073
5104147,50302104147,302,1043
5104148,50302104148,364,1095
5104149,50302104149,575,1064
5104150,50302104150,449,910
5104151,50302104151,627,1044
5104152,50302104152,377,1016
5104153,50302104153,469,1059
5104154,50302104154,282,1028
5104155,50302104155,524,1126
5104156,50302104156,477,1095
5104157,50302104157,333,989
5104158,50302104158,302,1024
5104159,50302104159,305,1034
5104160,50302104160,285,985
5104162,50302104162,240,1122
5104163,50302104163,1164,1096
5104164,50302104164,698,1097
5104166,50302104166,456,1062
5104169,50302104169,260,953
5104170,50302104170,389,1089
5104171,50302104171,387,1077
5104172,50302104172,156,1060
5104173,50302104173,757,1064
5104174,50302104174,814,1069
5104175,50302104175,367,1023
5104176,50302104176,877,1055
5104177,50302104177,352,1099
5104178,50302104178,400,1102
5104179,50302104179,402,1046
5104180,50302104180,372,1118
5104182,50302104182,346,1007
5104183,50302104183,338,1030
5104184,50302104184,358,1040
5104185,50302104185,562,1040
5104186,50302104186,672,1050
5104201,50302104201,437,1139
5104202,50302104202,419,1078
5104203,50302104203,1453,1129
5104205,50302104205,475,1025
5104206,50302104206,497,1076
5104207,50302104207,386,1093
5104208,50302104208,613,1037
5104209,50302104209,415,1049
5104210,50302104210,400,1080
5104211,50302104211,332,1150
5104212,50302104212,404,1012
5104213,50302104213,409,1116
5104214,50302104214,329,1020
5104215,50302104215,429,1082
5104216,50302104216,416,1129
5104217,50302104217,474,1130
5104218,50302104218,233,1120
5104219,50302104219,431,1139
5104220,50302104220,400,1140
5104221,50302104221,460,1129
5104222,50302104222,391,1075
5104223,50302104223,584,1112
5104224,50302104224,374,1117
5104225,50302104225,475,1133
5104226,50302104226,445,1124
5104228,50302104228,281,1042
5104229,50302104229,361,1072
5104230,50302104230,399,1116
5104231,50302104231,554,872
5104232,50302104232,320,1103
5104233,50302104233,605,1102
5104234,50302104234,520,1090
5104235,50302104235,329,1071
5104236,50302104236,465,936
5104237,50302104237,437,1076
5104238,50302104238,417,1096
5104301,50302104301,305,981
5104303,50302104303,437,1003
5104304,50302104304,482,1011
5104305,50302104305,415,870
5104306,50302104306,544,1046
5104307,50302104307,248,1059
5104308,50302104308,399,1020
5104310,50302104310,520,1071
5104313,50302104313,585,983
5104314,50302104314,466,986
5104315,50302104315,340,953
5104316,50302104316,536,1062
5104317,50302104317,662,1106
5104318,50302104318,381,1113
5104319,50302104319,584,1128
5104320,50302104320,455,1112
5104321,50302104321,488,1085
5104322,50302104322,380,1149
5104323,50302104323,521,1128
5104324,50302104324,606,1054
5104325,50302104325,424,1101
5104326,50302104326,360,1127
5104327,50302104327,344,1123
5104328,50302104328,468,1139
5104329,50302104329,605,1129
5104330,50302104330,593,1117
5104331,50302104331,609,1103
5104332,50302104332,397,1097
5104333,50302104333,402,1113
5104334,50302104334,485,1130
5104335,50302104335,463,1076
5104336,50302104336,421,1060
5104337,50302104337,543,1049
5104338,50302104338,371,1119
5104339,50302104339,543,1102
5104340,50302104340,470,955
5104341,50302104341,387,969
5104342,50302104342,372,1003
5104343,50302104343,239,1027
5104401,50401104401,271,1054
5104402,50401104402,381,1022
5104403,50401104403,274,971
5104404,50401104404,477,975
5104405,50401104405,422,972
5104406,50401104406,387,940
5104407,50401104407,500,1035
5104408,50401104408,477,999
5104409,50401104409,344,998
5104410,50401104410,286,960
5104411,50401104411,506,1010
5104412,50401104412,357,983
5104413,50401104413,375,1010
5104414,50401104414,466,1013
5104415,50401104415,728,1034
5104416,50401104416,376,1024
5104417,50401104417,428,1089
5104418,50401104418,374,1014
5104419,50401104419,565,1048
5104420,50401104420,313,994
5104421,50401104421,575,1030
5104422,50401104422,583,1055
5104423,50401104423,663,1056
5104424,50401104424,372,935
5104425,50401104425,363,1080
5104426,50401104426,525,903
5104427,50401104427,336,949
5104428,50401104428,455,992
5104429,50401104429,586,1042
5104430,50401104430,355,974
5104431,50401104431,390,1007
5104433,50401104433,662,1037
5104435,50401104435,479,1000
5104436,50401104436,239,1001
5104437,50401104437,207,929
5104501,50401104501,352,1058
5104502,50401104502,282,1042
5104503,50401104503,560,1072
5104504,50401104504,462,1051
5104505,50401104505,514,932
5104506,50401104506,370,1002
5104507,50401104507,357,1026
5104508,50401104508,315,1015
5104509,50401104509,419,1033
5104510,50401104510,333,981
5104511,50401104511,666,1041
5104513,50401104513,472,1042
5104514,50401104514,448,1120
5104515,50401104515,482,1051
5104516,50401104516,488,1080
5104517,50401104517,584,1058
5104518,50401104518,302,1080
5104521,50401104521,390,1037
5104522,50401104522,294,966
5104523,50401104523,280,1005
5104524,50401104524,640,951
5104525,50401104525,491,1109
5104527,50401104527,351,865
5104528,50401104528,513,1026
5104529,50401104529,412,1023
5104530,50401104530,585,1038
5104531,50401104531,425,1022
5104532,50401104532,490,1095
5104533,50401104533,367,1020
5104534,50401104534,487,1024
5104535,50401104535,408,991
5104536,50401104536,291,1090
5104537,50401104537,571,950
5104538,50401104538,367,830
5104539,50401104539,401,1098
5104540,50401104540,442,1059
5104541,50401104541,504,1062
5104542,50401104542,485,1093
5104543,50401104543,519,1098
5104544,50401104544,492,1032
5104545,50401104545,355,1047
5104546,50401104546,474,1051
5104547,50401104547,406,1053
5104548,50401104548,383,1035
5104550,50401104550,529,1077
5104551,50401104551,387,1048
5104552,50401104552,343,1024
5104553,50401104553,368,1035
5104554,50401104554,435,1084
5104555,50401104555,338,827
5104556,50401104556,335,1100
5104557,50401104557,279,942
5104558,50401104558,332,1023
5104560,50401104560,335,1069
5104601,50401104601,322,1068
5104602,50401104602,628,1042
5104603,50401104603,322,1098
5104604,50401104604,357,1085
5104605,50401104605,556,1089
5104606,50401104606,451,1122
5104607,50401104607,319,1133
5104609,50401104609,490,1055
5104610,50401104610,476,950
5104611,50401104611,356,1016
5104612,50401104612,420,1079
5104613,50401104613,384,1021
5104614,50401104614,613,1005
5104615,50401104615,493,1025
5104616,50401104616,583,1043
5104617,50401104617,432,990
5104618,50401104618,425,994
5104619,50401104619,360,1022
5104620,50401104620,402,982
5104621,50401104621,662,979
5104622,50401104622,443,908
5104623,50401104623,723,1006
5104624,50401104624,373,974
5104625,50401104625,430,968
5104626,50401104626,638,1025
5104627,50401104627,549,1069
5104628,50401104628,501,993
5104701,50401104701,451,1013
5104702,50401104702,450,1018
5104703,50401104703,436,983
5104704,50401104704,461,994
5104705,50401104705,564,1009
5104706,50401104706,449,977
5104707,50401104707,479,943
5104708,50401104708,526,1002
5104709,50401104709,560,1030
5104710,50401104710,357,965
5104711,50401104711,550,968
5104712,50401104712,593,976
5104713,50401104713,596,978
5104714,50401104714,371,994
5104716,50401104716,444,944
5104717,50401104717,550,975
5104718,50401104718,403,1039
5104719,50401104719,228,1037
5104720,50401104720,325,1034
5104721,50401104721,406,1001
5104722,50401104722,437,1012
5104723,50401104723,523,1001
5104724,50401104724,390,1019
5104725,50401104725,456,976
5104726,50401104726,683,978
5104727,50401104727,552,973
5104728,50401104728,538,999
5104729,50401104729,551,958
5104730,50401104730,410,1017
5104731,50401104731,342,939
5104732,50401104732,584,1018
5104733,50401104733,693,1008
5104734,50401104734,509,1043
5104735,50401104735,706,1026
5104736,50401104736,492,1010
5104737,50401104737,550,1030
5104738,50401104738,570,1047
5104739,50401104739,588,1034
5104740,50401104740,477,978
5104741,50401104741,619,1004
5104742,50401104742,437,1016
5104743,50401104743,550,1013
5104744,50401104744,472,984
5104745,50401104745,368,1061
5104802,50401104802,566,1060
5104803,50401104803,453,1024
5104804,50401104804,350,1049
5104805,50401104805,375,1089
5104806,50401104806,486,1031
5104807,50401104807,545,1030
5104808,50401104808,482,1025
5104809,50401104809,506,1052
5104810,50401104810,336,997
5104811,50401104811,471,1038
5104812,50401104812,389,1067
5104813,50401104813,282,1023
5104814,50401104814,273,1018
5104815,50401104815,524,1028
5104816,50401104816,334,1032
5104817,50401104817,457,1037
5104818,50401104818,248,975
5104819,50401104819,358,1013
5104820,50401104820,271,1027
5104821,50401104821,274,1060
5104901,50402104901,475,1013
5104902,50402104902,309,1050
5104903,50402104903,181,1031
5104904,50402104904,415,1008
5104906,50402104906,338,1050
5104907,50402104907,436,1031
5104908,50402104908,405,1041
5104909,50402104909,70,965
5104910,50402104910,187,1041
5104911,50402104911,47,1037
5105001,50402105001,297,1113
5105002,50402105002,336,1045
5105004,50402105004,383,1091
5105005,50402105005,442,1100
5105006,50402105006,443,1082
5105007,50402105007,315,1093
5105008,50402105008,362,1121
5105009,50402105009,291,1094
5105010,50402105010,437,1112
5105011,50402105011,289,1075
5105012,50402105012,334,1110
5105013,50402105013,525,1097
5105014,50402105014,311,1120
5105015,50402105015,603,1104
5105016,50402105016,220,1040
5105017,50402105017,184,1109
5105018,50402105018,454,1054
5105019,50402105019,280,1081
5105020,50402105020,548,1087
5105101,50402105101,300,1101
5105103,50402105103,276,1053
5105104,50402105104,463,871
5105105,50402105105,530,924
5105106,50402105106,403,1028
5105107,50402105107,350,1086
5105108,50402105108,1031,1058
5105109,50402105109,331,1111
5105111,50402105111,256,1103
5105112,50402105112,266,1068
5105113,50402105113,285,1063
5105114,50402105114,414,1089
5105115,50402105115,429,995
5105301,50402105301,416,1078
5105302,50402105302,281,1042
5105303,50402105303,612,1077
5105304,50402105304,550,1121
5105305,50402105305,563,1072
5105306,50402105306,168,1027
5105307,50402105307,213,1016
5105308,50402105308,464,1029
5105309,50402105309,245,1055
5105310,50402105310,270,1078
5105311,50402105311,281,1068
5105312,50402105312,430,1068
5105313,50402105313,218,1080
5105314,50402105314,584,1054
5105315,50402105315,42,1078
5105316,50402105316,386,1044
5105317,50402105317,617,1075
5105318,50402105318,314,1032
5105319,50402105319,321,982
5105320,50402105320,305,1023
5105321,50402105321,368,1017
5105322,50402105322,339,1085
5105323,50402105323,386,1051
5105324,50402105324,501,1070
5105325,50402105325,365,1005
5105326,50402105326,221,1080
5105327,50402105327,180,1061
5105328,50402105328,259,1017
5105329,50402105329,402,1031
5105330,50402105330,264,1132
5105331,50402105331,351,1071
5105333,50402105333,174,1073
5105334,50402105334,327,1070
5105335,50402105335,533,1054
5105336,50402105336,225,1016
5105337,50402105337,400,940
5105338,50402105338,287,1025
5105401,50402105401,321,1015
5105402,50402105402,271,896
5105403,50402105403,497,990
5105404,50402105404,425,984
5105405,50402105405,261,916
5105406,50402105406,215,1004
5105407,50402105407,567,1037
5105408,50402105408,453,1008
5105409,50402105409,418,952
5105410,50402105410,231,731
5105411,50402105411,415,1000
5105412,50402105412,255,895
5105413,50402105413,402,820
5105414,50402105414,225,1024
5105415,50402105415,505,1097
5105416,50402105416,509,1050
5105417,50402105417,346,910
5105418,50402105418,263,978
5105419,50402105419,406,938
5105420,50402105420,369,975
5105421,50402105421,558,987
5105422,50402105422,393,1037
5105423,50402105423,486,1020
5105424,50402105424,306,1040
5105425,50402105425,422,1055
5105426,50402105426,428,1050
5105427,50402105427,443,974
5105428,50402105428,559,989
5105429,50402105429,299,898
5105430,50402105430,288,885
5105431,50402105431,253,766
5105432,50402105432,296,907
5105601,50403105601,201,940
5105602,50403105602,335,993
5105603,50403105603,302,1001
5105604,50403105604,226,973
5105605,50403105605,359,968
5105606,50403105606,306,952
5105607,50403105607,477,1004
5105608,50403105608,591,1001
5105609,50403105609,246,982
5105610,50403105610,347,958
5105611,50403105611,279,1005
5105612,50403105612,290,989
5105613,50403105613,514,1027
5105614,50403105614,433,966
5105615,50403105615,288,980
5105616,50403105616,398,1009
5105617,50403105617,362,1092
5105618,50403105618,375,1099
5105619,50403105619,604,1044
5105620,50403105620,408,989
5105621,50403105621,336,1029
5105622,50403105622,377,1018
5105623,50403105623,400,1031
